"","vot","participant"
"1",58.506288057328,1
"2",78.0489114393198,2
"3",92.6992178827531,3
"4",80.7334235526657,4
"5",72.708908635124,5
"6",47.2164546391004,6
"7",82.7334484734828,7
"8",43.7955013710351,8
"9",52.0529974531609,9
"10",82.7600967293547,10
"11",59.624353086653,11
"12",71.6842108069653,12
"13",50.254301991297,13
"14",46.0077656422107,14
"15",75.9680993918359,15
"16",59.01689915935,16
"17",46.4987447017058,17
"18",30.9750336353435,18
"19",85.0001613608293,19
"20",61.8766945377585,20
"21",43.8302971897583,21
"22",61.9593678365359,22
"23",45.8525435168044,23
"24",-4.31727086403312,24
"25",72.2134290442801,25
"26",77.6861412562353,26
"27",81.3383875566221,27
"28",98.5511187066348,28
"29",68.6580801171471,29
"30",63.3834438638959,30
"31",80.0186922520017,31
"32",68.5045722391746,32
"33",97.5142048386819,33
"34",92.4026118098336,34
"35",35.3830829303905,35
"36",58.1532449018206,36
"37",87.0052668171818,37
"38",51.7822549356579,38
"39",55.391970302161,39
"40",58.9777265741538,40
"41",43.6346781805928,41
"42",42.7279924842812,42
"43",82.8625680812805,43
"44",66.7130216078448,44
"45",47.2453636010778,45
"46",69.4378828315978,46
"47",58.7888694097112,47
"48",56.6013300601139,48
"49",59.7249460405161,49
"50",57.7915462852039,50
"51",66.6940417173901,51
"52",21.0339769088114,52
"53",51.501423490894,53
"54",68.5101451046552,54
"55",40.9822464475483,55
"56",39.8889110159009,56
"57",54.8928692165052,57
"58",46.2353845624502,58
"59",67.995949208666,59
"60",26.3773126265397,60
"61",81.3181099519829,61
"62",49.2778375190852,62
"63",29.1334000272912,63
"64",75.7421655400372,64
"65",86.2096569077019,65
"66",54.0242202054377,66
"67",34.101582089383,67
"68",2.61096342612379,68
"69",76.0636172283879,69
"70",48.6612606754605,70
"71",54.1943019557552,71
"72",52.6117630904432,72
"73",86.9624853150012,73
"74",32.4130150071891,74
"75",57.7972326258808,75
"76",66.5777501428899,76
"77",39.3191854678499,77
"78",73.5327770390312,78
"79",99.1305086644618,79
"80",84.5306098202343,80
"81",59.6522142399346,81
"82",61.2721982927937,82
"83",60.4234388201558,83
"84",37.0500100735128,84
"85",53.9973172063052,85
"86",88.6209288849516,86
"87",58.5830597024575,87
"88",91.5096457015458,88
"89",69.7282233187854,89
"90",77.3816616138211,90
"91",61.7573235501118,91
"92",58.3453360609648,92
"93",30.0839357885865,93
"94",63.6318383948442,94
"95",64.913946852662,95
"96",52.5568637826016,96
"97",62.1993588998121,97
"98",52.2971324341094,98
"99",32.0167859071905,99
"100",54.7812201493851,100
"101",64.0059902463719,1
"102",60.8596603964631,2
"103",25.3745835820428,3
"104",47.4812696329972,4
"105",45.0559970032328,5
"106",47.1945910568957,6
"107",49.61538747677,7
"108",28.0941778370127,8
"109",56.8267965386543,9
"110",46.8545418263404,10
"111",54.7594925293167,11
"112",56.7813681475247,12
"113",49.6798473370736,13
"114",28.024133639367,14
"115",85.3174325947646,15
"116",59.6465818019136,16
"117",62.8725713368438,17
"118",55.7208328024062,18
"119",52.0506860357863,19
"120",37.846342744792,20
"121",32.7902937459867,21
"122",31.3918486767131,22
"123",69.4939498368498,23
"124",63.0133984565774,24
"125",52.0985932952254,25
"126",71.5078155285359,26
"127",24.0324016635906,27
"128",34.6411588913951,28
"129",61.795535806269,29
"130",44.837108741112,30
"131",46.5107935133965,31
"132",84.167689171434,32
"133",69.5944883555619,33
"134",32.2219211925145,34
"135",35.1162901140349,35
"136",61.8662172629043,36
"137",68.1467223082796,37
"138",93.0492766366123,38
"139",47.3236008660226,39
"140",31.99266547053,40
"141",78.8967169334363,41
"142",83.387619461752,42
"143",25.8813235769593,43
"144",42.5137620117519,44
